"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Ecuador","ECU","GDP (current US$)","NY.GDP.MKTP.CD","1010325080.40254","979108815.580104","958598183.028212","1038389646.3161","1156150862.0479","2387048255.45173","2429309513.80854","2553596091.82258","2582180794.1855","3112166848.3004","2862504169.99893","2754220263.02528","3185987234.84089","3891755551.94138","6599259420.99605","7731677256.80982","9091924304.83477","11026346589.5011","11922502170.6405","14175166007.5774","17881514682.8784","21810767209.3695","19929853574.6095","17152483214.3536","16912515183.2783","17149094589.9827","15314143988.0621","13945431882.2271","13051886552.3377","13890828707.6493","15239278100.3502","16988184456.1009","18093864474.8747","18938326276.0837","22708204404.8635","22834985178.4952","24180150997.182","26692474304.4826","26214331101.7569","19017141056.737","18327386415.9524","24468324000","28548945000","32432859000","36591661000","41507085000","46802044000","51007777000","61762635000","62519686000","67513698000","76769729000","84039856000","",
"Egypt, Arab Rep.","EGY","GDP (current US$)","NY.GDP.MKTP.CD","4144244345.31504","4334054779.49568","4003322843.57581","4160465775.86303","4781695715.27468","5111620994.68964","5339520809.40076","5579168494.04541","6109112180.05879","6861743624.86753","7682492054.30836","8266003518.43293","8763960986.89004","9616725510.84664","9015166924.31046","11437965433.0321","13360477195.3619","14636028524.497","14849909082.9225","18150000949.0927","22912499711.7613","23405404411.8766","25592366135.4263","28137368590.4939","30642873685.5634","34689560501.8409","35880262453.4063","40507934104.2712","35044633281.4165","39648442465.4081","43130415154.4606","36970555121.6287","41855483504.0259","46578631212.6125","51897983715.5584","60159244485.2081","67629717779.7354","78436575743.8573","84828807269.5429","90710703939.4609","99838540997.3209","97632008050.9425","87850680572.7894","82923680621.5433","78845185709.4117","89685724889.1628","107484034648.245","130477817194.412","162818181818.182","188984088127.295","218887812549.851","236000735704.439","262831912586.538","",
"Euro area","EMU","GDP (current US$)","NY.GDP.MKTP.CD","245307696531.94","270018666958.769","299649574924.879","336159637624.032","373885475389.722","407982937783.641","444891833560.254","483280138052.565","518090686567.73","572341352976.478","624022483719.745","707169992071.934","854619286753.764","1110248027727.5","1256395224153.58","1458805660529.7","1522850269232.13","1732998563313","2120972619002.88","2567419843317.73","2875185683845.52","2498344485673.1","2418116451638.46","2359181961733.79","2262804532839.24","2324617720650.08","3262661051481.23","4034436550207.26","4437544698376.78","4532622458152.07","5699035848163.92","5919053081177.84","6525796052988.39","5976360366566.41","6321663373275.95","7300025804643.13","7380815072010.46","6738257426400.84","6915877943316.85","6878139269859.64","6263504045153.41","6355723264793.14","6916602598342.52","8539694978967.38","9785092324048.28","10158579443727.2","10776677154512.1","12397752534518","13576656296838.6","12419323630996.2","12165312219551.2","13129158055159","12213309055562.4","",
"Eritrea","ERI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467876293.706829","531688311.688312","578015625","693535954.190067","686494476.137988","745526149.49945","688921325.712043","706370812.289102","752368494.461829","729321364.095048","870247701.706937","1109054002.42096","1098425899.89884","1211161879.50862","1317974493.40894","1380188800.03147","1856695550.46865","2117039510.70194","2607739837.39837","3091837398.37398","",
"Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD","12072126075.397","13834300571.4849","16138545209.246","19074913947.7196","21343844643.7341","24756958694.9238","28721062242.1634","31647119228.1982","31475548481.4095","36038711599.541","39765398987.2056","45223331438.3571","57361606634.0893","76284548323.8701","94360988998.0251","111339874241.783","114958308082.227","128482883412.286","155790287887.122","208175378196.84","225796270604.743","196734503744.206","190127336613.003","165831795515.493","166949030520.759","175379332103.067","243794887641.573","309202550110.015","364895721222.191","402336533355.994","520490538357.018","559882065606.985","612022290211.222","509351456942.667","514674139330.545","596203629570.323","622063575463.024","572485227272.727","600651520213.832","617581504368.208","580345494748.48","608856375838.926","686295878035.008","883839729119.639","1044612070303.53","1130798885738.45","1236352163544.47","1441426534070.22","1593420002197.24","1454336570613.31","1384844699967.05","1454534452553.67","1322114865733.01","",
"Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3879409236.98092","3985667569.33659","4354623243.11566","4730959334.11367","5050369695.67178","5598277904.10502","5705363339.01192","5675697574.86409","6240147810.40193","7324390332.48564","9845187817.29901","12031396467.0807","13902449125.948","16807793874.7333","21988783522.1675","23752834841.2582","19415878247.394","19044699035.2505","22541565575.4796","22375858539.1237","",
"Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","7190767302.13771","7566543116.63785","8411070985.70491","7948125858.20529","9307312851.31218","9668371823.35507","10334550108.7591","10709191551.8848","11266475309.867","11952306257.134","13217387674.8752","10300890064.5529","8669071080.72912","6801044147.02757","7523672045.32884","8391423399.25037","8431951046.11601","7675000359.68569","7559865038.57059","8091384891.12591","8080496318.11251","7707034812.50954","8465744000.66553","9945571029.94291","12173919387.078","15000803171.0594","18975613956.1886","25586656104.9705","28170081728.4381","26288737405.4187","29921241789.1349","41717843026.4888","",
"European Union","EUU","GDP (current US$)","NY.GDP.MKTP.CD","366535620078.529","399059511200.945","435942511224.943","480249617304.433","532227375287.949","579601983288.242","628304671623.656","675158728062.795","701756695840.555","770855817446.452","845695355720.15","955949628073.528","1145125987248.06","1454472814195.65","1633881599820.61","1911269385505.81","1981103086343.44","2244030465549.05","2745638350084.96","3347279676876.76","3817564928651.52","3375868956858.2","3250623354244.68","3148603140389.25","3022603721517.43","3122516415286.21","4254551550645.18","5225638699751.59","5818524375591.12","5944145913832.78","7333728928847.31","7597121829356.51","8270030463536.67","7543955742742.68","8030887690932.24","9237281381534.08","9427039966962.96","8888110740205.85","9198266694318.79","9190163192499.36","8524104688070.13","8625889353613.01","9407995634440.78","11470689569406.1","13246035395729.9","13851331710599.2","14771535313041.6","17081869144155.1","18376619291692.5","16410424919237.6","16330368429238.3","17687988916646.1","16660978524472","",
"Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD","5224102195.52771","5921659485.03284","6340580854.39073","6885920328.66187","7766655085.78588","8589340019.02985","9208524504.87684","9368954010.3132","8823033880.32993","10070766720.5011","11222537751.1887","12378521928.2996","14567968586.8331","19240941960.4844","24553503031.5198","29122353321.4805","31470995537.775","33101667404.4562","35825270758.1227","43936803541.4441","53007650621.613","51791127032.2403","52177130874.5529","50285012809.5645","52118124258.0135","54979854182.6554","72319962467.7457","90045989449.4792","107182658137.882","116795067202.439","138883532887.576","125300691074.842","110171223785.506","87346726345.3732","100630620375.64","130806100217.865","128308309603.935","122987057610.812","129763017356.475","130322821223.098","121793808734.107","124642505592.841","135183512140.034","164256207674.944","189064585622.668","195777993334.328","207949409201.133","246127357186.459","271974219064.709","239382754295.034","236706436522.744","262289041545.688","247386611846.332","",
"Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD","112334368.396772","116993977.848207","122912941.205436","129461581.515562","140040154.324227","147084750.031482","150603925.515853","162625885.863484","166952937.135005","182182067.703568","219878482.173564","247749327.721267","316650508.967523","425963354.318811","558589870.903674","684268314.880156","694552425.086332","719533150.207107","829239489.844119","1019743927.24662","1202567354.52323","1235899836.18067","1194015409.69541","1123107240.90462","1177997413.63384","1141210124.82663","1290228616.82408","1177908191.97685","1109976927.91722","1182686577.22645","1337024782.22702","1383843860.1247","1531803060.54558","1635426125.30808","1825285158.11762","1970347720.96992","2129266728.42585","2093994597.21549","1656784779.545","1942170999.18765","1684109743.49338","1660102345.60309","1842691481.09196","2315935752.71653","2727507212.92556","3006725014.78415","3103099942.22992","3405050611.68726","3629936625.46276","2925499821.03595","3225095136.31862","3753485389.24827","3907563304.51103","",
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","62651474946.6007","68346741504.4257","76313782251.6964","85551113767.3727","94906593388.3107","102160571409.274","110597467198.645","119466139619.589","129847107787.883","140725497222.277","146441124365.182","163695631585.178","200954486345.904","261475397760.754","282164620840.153","355600122380.297","367269052171.538","405390211286.44","500065406976.744","605022510021.585","690323036324.123","605220639710.32","574594370695.678","550343833376.366","521686106732.718","543484742298.146","758519177952.458","917895667357.852","1001158572844.4","1007008533826.86","1244162871943.14","1245405301709.1","1372967286245.35","1297003358813.99","1368007206994.33","1572060060454.72","1572774971150.15","1421491571139.58","1468872025794.97","1456429469422.54","1326334438916.53","1338302997762.86","1452031150009.41","1792215124153.5","2055678605352.85","2136555737949.56","2255705740891.51","2582389747043","2831794045482.84","2619686514976.18","2565039332950.97","2782210861682.84","2611199845817.81","",
"Faeroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1105688872.97039","1125684470.05533","1062339943.83343","1154899793.33878","1268445919.41429","1486861878.95624","1683997930.26322","1730894295.38595","1970135198.76236","2278229880.41222","2412859692.82674","2198138372.28824","","","","",
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","106500000","","","112210000","116700000","124700000","135200000","147200000","166200000","178100000","198400000","202500000","222103587.136907","218845723.344236","206900332.301043","219646199.637279","220660503.948872","233226322.838293","240051900.024223","241543395.823377","244990983.604501","239563310.439243","249845592.623945","252991205.003248","255890836.379155","261339642.362797","277510922.800969","294117230.497109","310287519.271915","326160960.784002","",
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD","141468977.521066","167637907.544815","182796536.614163","154480244.361122","215679855.207217","226474285.587109","245849781.7159","271543680.279285","294468564.534369","318124701.048949","323802475.480977","381687073.058558","430508357.723916","722780701.123251","1544216003.9841","2157592936.60712","3009409970.90514","2809349074.17738","2389479269.18878","3030251116.35999","4279637933.85126","3862269126.92642","3618007844.44919","3391275731.31834","3561451562.23569","3339914759.37269","3403638193.57912","3281797038.70584","3834503378.28811","4186411457.4569","5952293765.84484","5402919788.23153","5592390832.66829","4378645081.01769","4190819346.82143","4958845649.02823","5694039999.86528","5326817111.31062","4483417313.11823","4662991794.05396","5067865502.79988","4712849279.64923","4931503836.34766","6054883172.03912","7178135606.41428","8665736617.5506","9545982814.08494","11570860872.2274","15685389826.8882","12031268402.3877","14507032805.9824","18759558560.4601","18377083881.0055","",
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD","72328047042.1588","76694360635.9159","80601939635.2483","85443766670.4279","93387598813.9269","100595782309.165","107090721447.057","111185383409.521","104702736248.084","112676874821.987","124795414233.403","141173077753.817","162199828773.059","183042760577.565","197728221109.711","236425105833.394","227154794942.501","256549448457.881","325122723735.856","422476906755.023","541910295142.924","515030144694.534","490957372466.806","465676822798.242","438830806065.443","464268480492.813","570432424508.942","700547475077.627","851138384916.4","859414267015.707","1019307528409.09","1066458553791.89","1106226746226.75","996807138572.286","1080029078665.44","1180684866656.15","1241831513260.53","1384119187950.23","1477759191785.36","1518173434719.3","1493628385534.88","1485147545703.18","1620900779376.5","1875141224489.8","2220820974770.22","2321359350397.64","2483008793218.61","2857080828857.96","2687796663762.07","2208002878867.89","2285561538461.54","2478930645161.29","2475781990521.33","",
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7737994864.02542","6337314651.84142","3691110627.67643","2701180603.9004","2513870708.80177","2693731879.97194","3094915506.09548","3510540843.58306","3613500141.70833","2800024342.13492","3057453460.84975","3219487823.04872","3395778661.40362","3991374539.82055","5125273877.24618","6411147323.20169","7761900179.11307","10172260738.4907","12799337249.9695","10766836276.5639","11638236642.8476","14434619972.4072","15747288816.1881","",
"Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD","1217790385.00425","1302394179.86767","1382515654.47343","1541077733.58831","1731576344.53906","2054023258.07481","2126860962.26186","1747536190.25115","1667105561.89988","1961756426.6515","2215322843.09093","2417591968.3039","2112593380.20717","2465633787.19261","2894472083.59892","2810106287.97853","2765339024.61678","3189542912","3662495574.5451","4020227803.51564","4445228030.89752","4222441903.86816","4035994541.74035","4057275046.641","4412279889.40837","4504342092.48212","5727602711.11698","5074830092.19048","5197840963.82482","5251764395.61533","5889175898.42089","6603131295.90789","6416079582.97042","5968905678.89099","5446370114.57708","6464389656.21299","6932984635.632","6891433840.90915","7482072380.2381","7718110780.94815","4982849054.0291","5314871683.5223","6166197191.76694","7632720680.28119","8881419348.21594","10731883141.4457","20410239313.1135","24757608488.0145","28528016511.3477","25978563316.2976","32174210792.9631","39564970069.7821","40710781538.5757","",
"Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1922600899.3841","2041538057.02893","2384295763.72549","2432029380.43694","2666616176.91609","3014890569.04099","3284625277.16186","3279063317.63475","3383218922.79336","3693753379.05992","3869032270.91633","3783788551.0819","3588375984.48374","3461282189.69643","2995360969.17427","2833442750.41891","2949637039.06356","3446442218.89829","3666349049.40435","2937072009.03751","2821346683.52022","4134173271.02524","4515824643.35277","4609923720.1802","4735956475.83803","5067360041.10885","5631621297.8898","",
"Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","44212088.4188291","46695008.7660868","41160065.8347022","45168072.2454283","52296083.64654","55728655.7957709","59160575.5095456","75187768.3495329","95796033.6554112","115179737.736179","112190820.848824","138093125.466319","171833061.578461","207112675.121073","241083133.647048","218767700.351967","216050529.57369","213448602.104997","177340913.050244","225726357.900302","185646984.458794","220626480.938017","266672204.865496","284120333.229745","317083688.707553","690311096.950762","714254262.54118","755040938.533418","746493959.183027","785999882.137038","848239400.872024","803633366.348017","840285268.884248","814724059.790335","782913866.095892","687410628.644624","578235309.763014","487038678.244965","578785600.648136","624173996.312708","655068112.286777","798869805.089884","965771303.038565","900629372.999551","951805801.354012","898282865.871322","907430835.283071","",
"Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","78733538.8063883","78540000","87702857.1428572","89374185.136897","98775303.6437247","108985752.23376","112386559.139785","114971282.179455","122666792.285524","118537824.773414","110653830.726033","154731919.81352","165523638.932238","163577519.318569","138478894.557033","143856252.4","130225023.348513","173836364.371431","164458118.151344","213143017.493074","243961995.006383","257150572.503922","226313492.829625","236880814.072475","235619994.841819","253966919.797759","270419779.429482","268551010.939623","206457553.398034","224446652.141584","361858968.13199","384270399.55365","406669723.434693","465414407.988807","522651787.703763","572853553.530448","578517348.941903","690721769.225811","842890956.086099","832530156.75007","835390892.988319","967762548.677982","822321032.405318","",
"Equatorial Guinea","GNQ","GDP (current US$)","NY.GDP.MKTP.CD","","","9122751.67862188","10840095.2882258","12712471.2856884","64748333.3333333","69110000","72317446.9327193","67514285.7142857","67225714.2857143","66331428.5714286","64946954.756798","65429198.238708","81203226.9138345","94159862.7073691","104295643.388437","103653049.93797","103987520.075827","","","","","","","","79590807.287949","98848733.1731177","119714630.311514","127202886.825489","112007296.362558","132134191.599749","130596844.307702","154183095.933153","152128983.984505","125744103.950107","163980573.978721","259073825.513276","497742517.272054","455799968.051982","872016821.395879","1242848857.35322","1736116148.88788","2146760313.95481","2952359369.91398","5240842261.15571","8217368425.2764","9603183306.23726","12574941294.1105","15470889664.5805","10356293894.4756","12261420852.3549","16806886027.9694","17697394251.2135","",
"Greece","GRC","GDP (current US$)","NY.GDP.MKTP.CD","4446528164.67559","5016048786.22753","5327573509.09843","5949478034.88751","6680298250.57961","7600579093.1158","8455611129.27936","9136711287.82434","9915140546.35072","11266091570.5718","12529700164.1145","13914172676.4215","16101411779.0955","21310100431.4352","24174092500.9539","27201244888.374","29706226952.2485","34496353622.5907","42214471902.5617","51951955865.0522","54190721022.3589","49915745058.9772","52081750122.9071","47133593429.4241","45790167013.5061","45600241866.5904","53761550997.7873","62604100112.1882","72720009820.424","75492750070.8418","93345420411.7393","100260801407.846","110827664290.943","103756401546.947","111187280903.023","130522282554.223","138028597026.44","134653112729.463","135274145139.995","133187471451.364","124418163927.785","129841808534.627","146049724849.222","192850270290.227","227950420104.601","240075690352.186","261712559118.149","305431772523.466","341593976322.555","321016154721.238","294222876630.782","289886951188.239","248938656855.968","",
"Grenada","GRD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","53322221.2805178","67548146.9552048","78314813.4317253","83614813.3381239","87888887.3367152","95229627.9478137","101211115.249584","110100003.98149","128211102.920895","144011114.493709","167229626.676248","184533330.074357","213066662.903774","221070360.540201","241570366.104084","250914816.309425","250259242.98767","261777773.154616","276296291.416728","294651846.648113","304940747.207145","340814808.795808","379629397.739948","523256354.907108","523279846.425211","544381961.645127","596339088.690494","600014340.551513","700431791.333632","704762535.923815","763824454.880744","832339701.300351","775507460.748489","783602099.124051","816054406.662033","766510727.203673","",
"Greenland","GRL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","69520029.2730826","88570999.351486","106101302.474152","140153753.721821","169918944.063056","211192463.686328","240779415.675002","282269773.042773","355987428.402836","420645794.968404","476051769.013942","435749013.870185","402403057.151259","416184086.23097","379371913.715958","412876395.826869","603016317.536303","787390447.323345","898607670.624413","929799902.191124","1018977225.44427","1016500016.28505","1037916105.23293","927214127.934317","1005887592.03539","1208953358.99709","1197515637.92052","1072154406.78905","1149858126.95747","1131555107.04907","1068024993.98697","1086170638.72901","1169136691.35372","1426452030.10471","1644951892.18151","1702543476.55709","1738432116.43728","2121759848.4242","1739579593.56673","1267711816.12426","","","","",
"Guatemala","GTM","GDP (current US$)","NY.GDP.MKTP.CD","1043599936","1076699904","1143600000","1262800000","1299099904","1331399936","1390700032","1453500032","1610499968","1715399936","1904000000","1984800000","2101299968","2569200128","3161499904","3645900032","4365300224","5480500224","6070600192","6902600192","7878700032","8607500288","8716999680","9050000384","9470000128","9721652291.98458","7231963339.80992","7084399820.8","7841603176.10698","8410724409.21075","7650125576.4628","9406097461.10554","10440842291.647","11399942820.3849","12983235118.703","14656917900.1721","15781579950.4132","17788657193.8986","19393672243.9406","18317089473.0904","19290566570.0483","18702820735.0173","20776536919.9593","21917565499.915","23965280312.0871","27211230373.8306","30231130542.9832","34113106486.1272","39136286496.2176","37733791088.9585","41338161799.1082","47688885121.1624","50233749190.986","",
"Guam","GUM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP (current US$)","NY.GDP.MKTP.CD","170216238.857225","185849532.898944","194949510.027706","175757891.595894","194774510.467537","213235288.136558","228705875.937914","250176463.570974","229750000","249300000","267800000","282049984","285380950.10288","307047632.991592","433954550.594288","494791660.338746","454439987.2","449880012.8","507079987.2","530439987.2","603200000","570357129.713125","482000000","489333333.333333","437631601.281027","453488351.977666","504651110.638475","354591836.363977","413799987.2","379779377.582769","396582263.898734","336708410.129226","368281383.484835","442273443.730503","540874922.208103","621626786.253521","705406032.26109","749138004.174265","717530696.527026","694754983.970153","712667925.076665","696281468.795938","722460911.622513","741929343.015696","785918769.749001","824880550.343965","1458449057.88559","1740335068.52925","1922597806.51498","2025565089.48272","2259288026.41972","2576731667.32023","2850572407.04501","",
"High income","HIC","GDP (current US$)","NY.GDP.MKTP.CD","1064671757980.93","1126711303691.87","1217418404228.72","1310436993142.07","1431625280668.06","1554080172128.8","1704844684502.9","1828367172863.4","1978907035291.75","2170257104382.13","2419330752671.73","2687406156295.58","3118921868262.91","3776148351030.27","4259707554674.49","4758091842133.44","5182909066495.53","5864599535978.96","7031724193501.11","8119240172317.26","9059416198070.19","9208505038959.06","9123278325997.26","9423021940000.37","9834697784747.89","10337213306592.1","12518566173226.7","14454328560829.3","16267630621699.3","17051496924788.8","19072730159478.3","20114559686616.5","21539008485687.4","21722089964369.9","23225068258342.1","25617141445356.3","25804607401343.1","25439102933588.2","25367023603079.4","26577575104006.3","27197709034311.4","26982391891936.6","28136297140836.7","31570969010557.4","35226722434102.2","37365258030355.9","39633823191572.3","43523336755138.2","46494009719426.7","43254475979639.9","45612903136026.4","49480228916569.6","49762838900076.5","",
"Hong Kong SAR, China","HKG","GDP (current US$)","NY.GDP.MKTP.CD","1320799747.31592","1530754831.31986","1724850878.1022","1975045352.83099","2274710596.74153","2435078534.03141","2489845016.64894","2692474989.12571","2716964388.42418","3189740055.13982","3800766535.62088","4476001946.01486","5710107420.14394","8030117555.62033","9388663645.7588","10048022369.9141","12876366008.8077","15719433719.4337","18315007365.9713","22526035940.5921","28861759209.0191","31055409443.043","32291306281.8168","29907091339.5364","33511383985.6741","35699543050.7778","41075570591.9291","50622571586.1149","59707404560.5944","68790369107.2962","76928290841.8701","88959620135.8864","104272278634.731","120353947980.764","135812069768.646","144652912433.103","159717233621.659","177352785419.977","168886163221.567","165768095391.557","171668164082.555","169403241524.337","166349228737.386","161384522525.299","169099768875.193","181570082162.19","193536265094.364","211597405593.868","219279678430.164","214046415026.187","228695747309.89","248725976361.768","263259372904.956","",
"Honduras","HND","GDP (current US$)","NY.GDP.MKTP.CD","335649984","356200000","387750016","410200000","457000000","508650000","549950016","598099984","646800016","668000032","723000000","731000000","802999968","912499968","1034500000","1124000000","1347999936","1669499968","1929499968","2251499968","2566000032","2819500000","2903500032","3076999968","3319000000","3639499936","3808500032","4152499968","3970386396.10149","3563448320","3048896180.84277","3068462060.1236","3419474978.86812","3481990761.34498","3432356578.82219","3911053180.39625","4034037162.16216","4663193916.34981","5202215657.31167","5372543554.00697","7105541205.28208","7566501475.58875","7776438040.83046","8140284928.6804","8772167983.07235","9672095583.97918","10841723354.4201","12275493958.7643","13789727209.7482","14486137413.5391","15729644901.1459","17588097149.7523","18434022403.2587","",
"Heavily indebted poor countries (HIPC)","HPC","GDP (current US$)","NY.GDP.MKTP.CD","17523299812.5892","17983996744.9354","19603072291.4828","23744391741.5372","21139216974.5832","24733661607.0858","26983431969.1878","26406912647.8141","27617773373.1122","30806923026.9232","32265471400.5196","34777246876.238","37720715878.353","45720028425.9396","55585736191.2347","63124667372.6986","67233246135.1806","78940445454.0409","91849518172.6698","101542647837.471","107459276260.377","106873625267.647","106991029848.323","101311088686.212","101268813234.853","105741979866.303","121241941718.498","133828655349.534","132920396590.578","127968466985.133","130120851088.928","133247390007.353","122085709673.396","124164117004.207","110088378182.093","126002351630.134","132258512821.367","138397929459.11","142790055367.739","141965908379.984","138436743163.762","142591498195.258","153884138555.025","175423843201.25","202087587799.631","230432598348.308","274652089899.595","327682951802.009","392805261316.335","388913539224.845","429522049890.18","478365935123.742","510308174817.62","",
"Croatia","HRV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24782163174.4461","18156461130.2534","10279479680.9723","10900520387.9154","14578386962.3208","22045607399.2506","23341405840.2341","23501676219.6864","25106400615.7183","23077661293.6429","21517784659.0236","23052044812.5637","26524896398.2367","34143409062.0433","41003558915.6986","44821408830.9352","49855078905.4812","59335976948.2105","69595272329.4363","62244202546.9806","58873839434.9834","61789184183.8732","59228247410.9818","",
"Haiti","HTI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3476346281.35777","2111405825.68328","1806285587.04556","2124933516.02791","2695499730.33928","2970865202.66312","3242667331.21432","3757500381.22703","4088703119.65814","3664503845.56892","3507981945.53618","3214632478.63248","2826481071.96147","3660483885.68707","4154289832.39201","4879738635.95586","5971284337.50737","6407707284.45521","6470254240.08231","6634579143.36112","7346156702.64438","7843484458.14557","",
"Hungary","HUN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","4684666743.46667","5205833591.46667","5542466666.66667","6032045245.59106","7074918566.77524","8761333582.94049","9603165775.40107","10949295027.2893","12689645219.4829","14173861740.6518","16573684441.9044","19136396852.1641","22163405824.9443","22728019816.4068","23145848309.7502","21006550141.5878","20366467190.5084","20623320309.2527","23756068292.1508","26108718021.5023","28570620030.7453","29167601580.1354","33056134799.4621","34106585134.9847","38009547806.3429","39377951796.0662","42363086240.8902","45561413230.8099","45930691793.6847","46533207225.6153","47951604853.8179","48255011859.791","46385589533.8363","52720966883.3719","66389489264.3391","83538373060.6906","101925734602.027","110321711572.908","112533152716.384","136102020866.708","154233541852.268","126631684032.783","127503279792.248","137448696906.396","124600486886.062","",
"Indonesia","IDN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","5980840376.72106","7467363478.84782","8798957442.35583","9656740013.93973","9849117952.81548","11605084559.7301","17171181163.3349","27227710999.441","32147953007.653","39328674729.6386","48396143465.4843","54298158339.5256","55122620334.4537","78013206037.5695","92473878831.719","94715163814.2593","85369201879.0977","87612439197.276","87338874330.0743","80060657611.8902","75929617715.0119","88787623309.6593","101455197785.783","114426498044.996","128167999846.519","139116270052.446","158006849878.9","176892148243.49","202132032844.159","227369671349.349","215748854646.704","95445548017.3549","140001352527.221","165021012261.509","160446947638.313","195660611033.849","234772458818.096","256836883304.553","285868610016.591","364570525997.054","432216737774.861","510244548959.967","539579959052.699","709190822690.739","846341443778.42","878043027881.581","",
"Isle of Man","IMN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","914727080.643268","1023086918.62768","1180919719.40764","1382548249.78303","1567465656.8505","1563667799.61578","1614595290.9182","1897606791.43353","2264911806.90354","2758117365.04863","2915710378.28299","3437450711.55028","4075664785.25458","","","","","","",
"India","IND","GDP (current US$)","NY.GDP.MKTP.CD","37679274491.2745","39920452403.4524","42900864969.865","49271095508.0955","57470781032.781","60599264111.7178","46669801600","51014155360","54016411986.6667","59472993626.6667","63517182000","68532271313.2286","72716595884.3123","87014945186.3156","101271489826.241","100199514365.231","104518118776.804","123617837547.445","139708688912.809","155674337010.019","189594121313.864","196883474545.743","204234366418.556","222090283308.417","215878233675.917","236589100940.421","253352444922.379","283926977522.458","301790951231.867","301233728780.839","326608014263.03","274842348164.488","293262352348.74","284193716769.579","333014463456.776","366599645570.755","399786888570.691","423160419466.248","428741030221.141","466867079633.084","476609148198.006","493954333968.756","523968561871.528","618356467439.203","721585608183.503","834215013605.008","949116769619.216","1238700195643.9","1224095295162.45","1365372433342.03","1708450861364.17","1880096894405.62","1858740105864.19","",
"Not classified","INX","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP (current US$)","NY.GDP.MKTP.CD","1939329775.43739","2088012282.35667","2260349684.08625","2430843768.44553","2766608945.87402","2945704142.99765","3104034393.23162","3343636773.36759","3278584478.33023","3787077343.72783","4317037205.24101","5006678524.26276","6204580553.3002","7346801408.26307","7755022039.19541","9313466601.13704","9283954675.29322","11046305171.7975","14384898865.4933","17990295436.7041","21357236498.1008","20298926390.6591","21089039143.243","20393062869.4706","19745507272.244","20887976137.26","28198820544.5177","33311262167.0002","37094446766.6118","38533620208.0683","48420039148.2686","48893254247.4649","54914168295.5998","51475991421.748","56072108210.4978","67897982607.3232","74364964644.6573","81271998815.6638","88175477593.361","96584809810.3559","97331522065.5979","105166579627.74","123016253872.577","158730360073.363","186281307557.443","202577741641.795","222762911715.744","259574153792.986","264034092036.474","225442965634.173","209387190854.47","226035376257.007","210636348359.245","",
